Body Part: Elbow Left   -0.26906216    -0.09371582
Body Part: Wrist Left   -0.20375742    0.06335576
Body Part: Shoulder Left   -0.09996058    -0.19349623
Body Part: Elbow Left   -0.2661206    -0.09477048
Body Part: Wrist Left   -0.20248257    0.06832973
Body Part: Shoulder Left   -0.09539604    -0.19255102
Body Part: Elbow Left   -0.2628141    -0.08841146
Body Part: Wrist Left   -0.19650632    0.09219977
Body Part: Shoulder Left   -0.09358928    -0.19190674
Body Part: Elbow Left   -0.25969255    -0.08028202
Body Part: Wrist Left   -0.19132811    0.12211153
Body Part: Shoulder Left   -0.09211641    -0.19119307
Body Part: Elbow Left   -0.25673535    -0.07167374
Body Part: Wrist Left   -0.1895804    0.14990848
Body Part: Shoulder Left   -0.09096699    -0.19044188
Body Part: Elbow Left   -0.2545626    -0.065014765
Body Part: Wrist Left   -0.18803397    0.16796084
Body Part: Shoulder Left   -0.09021581    -0.18958081
Body Part: Elbow Left   -0.2530581    -0.059768483
Body Part: Wrist Left   -0.18650772    0.17858167
Body Part: Shoulder Left   -0.089756325    -0.18868728
Body Part: Elbow Left   -0.25158226    -0.05216166
Body Part: Wrist Left   -0.18081215    0.1888224
Body Part: Shoulder Left   -0.08951513    -0.18782821
Body Part: Elbow Left   -0.25081712    -0.047274087
Body Part: Wrist Left   -0.17810826    0.19358677
Body Part: Shoulder Left   -0.08938793    -0.18706763
Body Part: Elbow Left   -0.25040367    -0.044145074
Body Part: Wrist Left   -0.17675225    0.189851
Body Part: Shoulder Left   -0.08931314    -0.18642966
Body Part: Elbow Left   -0.25049296    -0.042040203
Body Part: Wrist Left   -0.1759768    0.18555392
Body Part: Shoulder Left   -0.089247555    -0.18595558
Body Part: Elbow Left   -0.25096178    -0.040936142
Body Part: Wrist Left   -0.17539752    0.18092898
Body Part: Shoulder Left   -0.08918286    -0.18563087
Body Part: Elbow Left   -0.2517758    -0.04083196
Body Part: Wrist Left   -0.17481627    0.17557761
Body Part: Shoulder Left   -0.08909262    -0.18539532
Body Part: Elbow Left   -0.25261462    -0.041523594
Body Part: Wrist Left   -0.17418043    0.1707729
Body Part: Shoulder Left   -0.089132376    -0.1854651
Body Part: Elbow Left   -0.25353983    -0.042507406
Body Part: Wrist Left   -0.1735228    0.16595925
Body Part: Shoulder Left   -0.089021824    -0.18612206
Body Part: Elbow Left   -0.25434697    -0.043808036
Body Part: Wrist Left   -0.1727419    0.16124462
Body Part: Shoulder Left   -0.08931564    -0.18758123
Body Part: Elbow Left   -0.25481376    -0.045457967
Body Part: Wrist Left   -0.17170134    0.15661725
Body Part: Shoulder Left   -0.089180626    -0.1894616
Body Part: Elbow Left   -0.25538307    -0.046517193
Body Part: Wrist Left   -0.17059492    0.15171719
Body Part: Shoulder Left   -0.08909308    -0.19188608
Body Part: Elbow Left   -0.25578174    -0.047664724
Body Part: Wrist Left   -0.16965853    0.14738989
Body Part: Shoulder Left   -0.089202784    -0.19399971
Body Part: Elbow Left   -0.25602797    -0.048839718
Body Part: Wrist Left   -0.16875634    0.14395544
Body Part: Shoulder Left   -0.08945382    -0.19581139
Body Part: Elbow Left   -0.25625095    -0.049946696
Body Part: Wrist Left   -0.16759203    0.1408593
Body Part: Shoulder Left   -0.089850195    -0.19718406
Body Part: Elbow Left   -0.25645033    -0.0508526
Body Part: Wrist Left   -0.16408867    0.13573392
Body Part: Shoulder Left   -0.090244316    -0.1983526
Body Part: Elbow Left   -0.25633743    -0.054272693
Body Part: Wrist Left   -0.1409384    0.12799391
Body Part: Shoulder Left   -0.090635575    -0.19940802
Body Part: Elbow Left   -0.25762317    -0.062162988
Body Part: Wrist Left   -0.13735107    0.10413902
Body Part: Shoulder Left   -0.091382645    -0.20052628
Body Part: Elbow Left   -0.25890645    -0.070509754
Body Part: Wrist Left   -0.13620476    0.09434399
Body Part: Shoulder Left   -0.092207745    -0.20147844
Body Part: Elbow Left   -0.25982141    -0.07615913
Body Part: Wrist Left   -0.13558881    0.08903104
Body Part: Shoulder Left   -0.0929506    -0.20227276
Body Part: Elbow Left   -0.26037657    -0.07804115
Body Part: Wrist Left   -0.13569109    0.086562246
Body Part: Shoulder Left   -0.09357896    -0.20289992
Body Part: Elbow Left   -0.26124945    -0.07703538
Body Part: Wrist Left   -0.14285156    0.096983254
Body Part: Shoulder Left   -0.09410039    -0.20332703
Body Part: Elbow Left   -0.26200622    -0.072920494
Body Part: Wrist Left   -0.15349454    0.12508921
Body Part: Shoulder Left   -0.0946079    -0.20355262
Body Part: Elbow Left   -0.26246542    -0.06758453
Body Part: Wrist Left   -0.16228536    0.15504937
Body Part: Shoulder Left   -0.09504547    -0.20368174
Body Part: Elbow Left   -0.2623815    -0.06213215
Body Part: Wrist Left   -0.17408632    0.17003754
Body Part: Shoulder Left   -0.09545283    -0.20371969
Body Part: Elbow Left   -0.2617763    -0.05757477
Body Part: Wrist Left   -0.17875305    0.17661865
Body Part: Shoulder Left   -0.09588404    -0.20367882
Body Part: Elbow Left   -0.26106867    -0.054064434
Body Part: Wrist Left   -0.1815795    0.18091446
Body Part: Shoulder Left   -0.096501574    -0.20360962
Body Part: Elbow Left   -0.260441    -0.051578447
Body Part: Wrist Left   -0.18284869    0.18180802
Body Part: Shoulder Left   -0.09712592    -0.20349921
Body Part: Elbow Left   -0.25994807    -0.049853083
Body Part: Wrist Left   -0.1618025    0.17237248
Body Part: Shoulder Left   -0.0978445    -0.20337372
Body Part: Elbow Left   -0.25958303    -0.048668817
Body Part: Wrist Left   -0.13740264    0.15589966
Body Part: Shoulder Left   -0.098634966    -0.20322627
Body Part: Elbow Left   -0.25932252    -0.04795268
Body Part: Wrist Left   -0.1112845    0.12742582
Body Part: Shoulder Left   -0.1005575    -0.20341796
Body Part: Elbow Left   -0.259541    -0.051865328
Body Part: Wrist Left   -0.093501605    0.087815754
Body Part: Shoulder Left   -0.10534372    -0.20434314
Body Part: Elbow Left   -0.2602628    -0.05888733
Body Part: Wrist Left   -0.09719658    0.051151402
Body Part: Shoulder Left   -0.11304597    -0.20562609
Body Part: Elbow Left   -0.26080865    -0.06599499
Body Part: Wrist Left   -0.09784967    0.03786296
Body Part: Shoulder Left   -0.11922541    -0.20667768
Body Part: Elbow Left   -0.2613779    -0.07080113
Body Part: Wrist Left   -0.10210268    0.034572747
Body Part: Shoulder Left   -0.12307284    -0.20731406
Body Part: Elbow Left   -0.26143545    -0.07315564
Body Part: Wrist Left   -0.114155464    0.06221965
Body Part: Shoulder Left   -0.12525998    -0.20769006
Body Part: Elbow Left   -0.2611677    -0.07150511
Body Part: Wrist Left   -0.12671888    0.10448919
Body Part: Shoulder Left   -0.12659666    -0.20786238
Body Part: Elbow Left   -0.26089716    -0.06821187
Body Part: Wrist Left   -0.14063443    0.1411646
Body Part: Shoulder Left   -0.12618999    -0.20741011
Body Part: Elbow Left   -0.26060227    -0.06475087
Body Part: Wrist Left   -0.15778981    0.16907227
Body Part: Shoulder Left   -0.12468634    -0.20659587
Body Part: Elbow Left   -0.2603384    -0.061060134
Body Part: Wrist Left   -0.17975236    0.18563427
Body Part: Shoulder Left   -0.12140863    -0.20525143
Body Part: Elbow Left   -0.25988725    -0.057669755
Body Part: Wrist Left   -0.18857795    0.19326715
Body Part: Shoulder Left   -0.11794282    -0.20394522
Body Part: Elbow Left   -0.25944763    -0.054970197
Body Part: Wrist Left   -0.194585    0.19751321
Body Part: Shoulder Left   -0.11429007    -0.20281526
Body Part: Elbow Left   -0.25906473    -0.052922368
Body Part: Wrist Left   -0.1983374    0.19751468
Body Part: Shoulder Left   -0.111232504    -0.20194483
Body Part: Elbow Left   -0.25875446    -0.05154278
Body Part: Wrist Left   -0.19970167    0.19221833
Body Part: Shoulder Left   -0.108753525    -0.20130806
Body Part: Elbow Left   -0.2585361    -0.050727468
Body Part: Wrist Left   -0.1880189    0.17580502
Body Part: Shoulder Left   -0.10679391    -0.20089509
Body Part: Elbow Left   -0.2581203    -0.051098324
Body Part: Wrist Left   -0.17544988    0.1480428
Body Part: Shoulder Left   -0.10523161    -0.20068742
Body Part: Elbow Left   -0.25472456    -0.07047561
Body Part: Wrist Left   -0.16104056    0.10648248
Body Part: Shoulder Left   -0.103821814    -0.20081192
Body Part: Elbow Left   -0.25330624    -0.09900809
Body Part: Wrist Left   -0.14779547    0.056120425
Body Part: Shoulder Left   -0.10017723    -0.20426075
Body Part: Elbow Left   -0.25208196    -0.12517376
Body Part: Wrist Left   -0.14813149    7.658955E-4
Body Part: Shoulder Left   -0.0976168    -0.20720635
Body Part: Elbow Left   -0.24581136    -0.14361854
Body Part: Wrist Left   -0.14650257    -0.047560386
Body Part: Shoulder Left   -0.09600664    -0.20982406
Body Part: Elbow Left   -0.2335869    -0.1571105
Body Part: Wrist Left   -0.13824828    -0.08165191
Body Part: Shoulder Left   -0.09493163    -0.21182378
Body Part: Elbow Left   -0.21994792    -0.16664323
Body Part: Wrist Left   -0.12479677    -0.10498048
Body Part: Shoulder Left   -0.09420019    -0.2131735
Body Part: Elbow Left   -0.20485935    -0.20609559
Body Part: Wrist Left   -0.13560581    -0.13394482
Body Part: Shoulder Left   -0.07206229    -0.228178
Body Part: Elbow Left   -0.17582539    -0.25078422
Body Part: Wrist Left   -0.20362501    -0.17131944
Body Part: Shoulder Left   -0.049639367    -0.23848547
Body Part: Elbow Left   -0.17655379    -0.20896831
Body Part: Wrist Left   -0.2250667    -0.19753888
Body Part: Shoulder Left   -0.032348037    -0.24156189
Body Part: Elbow Left   -0.17356132    -0.20235842
Body Part: Wrist Left   -0.23676488    -0.20810951
Body Part: Shoulder Left   -0.02364499    -0.24244888
Body Part: Elbow Left   -0.177303    -0.20447335
Body Part: Wrist Left   -0.24208884    -0.21151003
Body Part: Shoulder Left   -0.022620928    -0.238687
Body Part: Elbow Left   -0.1869788    -0.20915933
Body Part: Wrist Left   -0.24252397    -0.21198781
Body Part: Shoulder Left   -0.029745828    -0.23151325
Body Part: Elbow Left   -0.1952737    -0.21116513
Body Part: Wrist Left   -0.2198098    -0.23231457
Body Part: Shoulder Left   -0.038487703    -0.22466704
Body Part: Elbow Left   -0.20254561    -0.20988877
Body Part: Wrist Left   -0.22133392    -0.23670685
Body Part: Shoulder Left   -0.044754803    -0.21996295
Body Part: Elbow Left   -0.20994464    -0.20748234
Body Part: Wrist Left   -0.22390492    -0.23831554
Body Part: Shoulder Left   -0.050161812    -0.2165946
Body Part: Elbow Left   -0.21398512    -0.20658915
Body Part: Wrist Left   -0.21378492    -0.25770977
Body Part: Shoulder Left   -0.05306372    -0.21328947
Body Part: Elbow Left   -0.21759148    -0.19864474
Body Part: Wrist Left   -0.20860893    -0.2715393
Body Part: Shoulder Left   -0.054436874    -0.20965594
Body Part: Elbow Left   -0.2199834    -0.1945431
Body Part: Wrist Left   -0.20241886    -0.28079918
Body Part: Shoulder Left   -0.054652553    -0.20536292
Body Part: Elbow Left   -0.22133908    -0.19003071
Body Part: Wrist Left   -0.19825178    -0.28637573
Body Part: Shoulder Left   -0.053828098    -0.2005496
Body Part: Elbow Left   -0.22001433    -0.17763509
Body Part: Wrist Left   -0.19540475    -0.28983697
Body Part: Shoulder Left   -0.052117057    -0.19545239
Body Part: Elbow Left   -0.21876018    -0.17111285
Body Part: Wrist Left   -0.19206603    -0.29466617
Body Part: Shoulder Left   -0.050824266    -0.18986717
Body Part: Elbow Left   -0.21716113    -0.16640276
Body Part: Wrist Left   -0.18986921    -0.29795742
Body Part: Shoulder Left   -0.049749784    -0.1849778
Body Part: Elbow Left   -0.21625812    -0.16438152
Body Part: Wrist Left   -0.1881741    -0.30054796
Body Part: Shoulder Left   -0.049243253    -0.18080421
Body Part: Elbow Left   -0.21536885    -0.16362202
Body Part: Wrist Left   -0.18699077    -0.3028109
Body Part: Shoulder Left   -0.048937272    -0.17726552
Body Part: Elbow Left   -0.210727    -0.18318848
Body Part: Wrist Left   -0.1547063    -0.34721118
Body Part: Shoulder Left   -0.048643645    -0.173951
Body Part: Elbow Left   -0.20981576    -0.184771
Body Part: Wrist Left   -0.1657464    -0.34317878
Body Part: Shoulder Left   -0.04840901    -0.1708614
Body Part: Elbow Left   -0.20911522    -0.18529786
Body Part: Wrist Left   -0.1777476    -0.3326771
Body Part: Shoulder Left   -0.048043642    -0.1679001
Body Part: Elbow Left   -0.20859802    -0.18397708
Body Part: Wrist Left   -0.18610081    -0.32117793
Body Part: Shoulder Left   -0.047738127    -0.16527757
Body Part: Elbow Left   -0.20641455    -0.1879756
Body Part: Wrist Left   -0.18907095    -0.3221123
Body Part: Shoulder Left   -0.0471017    -0.1630815
